,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
802,lowongan kerja lion air group mei ,Lion Air Group Job Vacancies May,lowong kerja lion air group mei,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
803,lion air delay sekarang bagasi sudah jam lionair ,"Lion Air is delayed, now it's Lion Air baggage time",lion air delay bagasi jam lionair,0.0,Neutral,-0.2263,Negative,0.0,0.174,0.826,-0.2263
804,pesawat terbesar yang pernah dibuat oleh boeing tengah kota hanya ada disini ada yang tau aviation lionair boeing ,The largest aircraft ever made by Boeing in the middle of the city. Only here does anyone know Boeing's Lionair aviation,pesawat besar boeing kota aviation lionair boeing,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
805, pesawat lion air terbang selama arus mudik libur lebaran ,Lion Air planes fly during the Eid homecoming holiday,pesawat lion air terbang arus mudik libur lebaran,0.8,Positive,0.4019,Positive,0.252,0.0,0.748,0.4019
806, sashymymahal indonesiagaruda entah kenapa klo lion air dulu suka delay saya tuh lebih baik diam daripada ikut penumpang lain marah ama pegawai lion nya baik itu kondisi emergency soalnya saya selalu ingat nasehat leluhur bahwa manusia punya rencana tapi tuhan nentuin ngeri sedap klo terjadi apa ,"sashymymahal IndonesiaGaruda I don't know why, when Lion Air used to be delayed, I would rather keep quiet than join other passengers who were angry with the Lion employees. Well, it's an emergency because I always remember the advice of my ancestors that humans have plans but God decides. It's scary when anything happens.",sashymymahal indonesiagaruda lion air suka delay diam tumpang marah ama pegawai lion kondisi emergency nasehat leluhur manusia rencana tuhan nentuin ngeri sedap,-0.28125,Negative,-0.5994,Negative,0.093,0.155,0.752,-0.5994
807,bahas penerbangan lanud wiriadinata tasik komunikasi dengan lion air group ,Discuss Wiriadinata Tasik Communication Air Base Flights with Lion Air Group,bahas terbang lanud wiriadinata tasik komunikasi lion air group,-0.8,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
808,detik detik rekaman video saat para penumpang pesawat lion air mengipas diri pakai lembar petunjuk keselamatan karena kepanasan akibat mati ,Seconds of video footage of Lion Air passengers fanning themselves with safety instructions because they were overheated due to death,detik detik rekam video tumpang pesawat lion air kipas pakai lembar tunjuk selamat panas akibat mati,-0.125,Negative,-0.2732,Negative,0.113,0.158,0.729,-0.2732
809,pertama kali dalam sejarah naik pesawat penumpangnya lebih orang ada seat such shit airplane lionairgroup lion air emang beda,first time in history on a plane with more people in seats like shit airplane lionairgroup Lion air is indeed different,kali sejarah pesawat tumpang orang seat such shit airplane lionairgroup lion air emang beda,0.1375,Positive,-0.2732,Negative,0.1,0.143,0.757,-0.2732
810, mbak kalian kejam tho mbak mesin mati kalian masukin orang sini ratusan orang kata salah seorang penumpang kepada pramugari lion air saat disuruh kembali ruang tunggu bandara ,"Sis, you're cruel, Ma'am. The engine is dead, you're bringing in hundreds of people here,"" said one of the passengers to the Lion Air flight attendant when he was told to go back to the airport waiting room.",mbak kejam tho mbak mesin mati masukin orang ratus orang salah tumpang pramugari lion air suruh ruang tunggu bandara,-0.25,Negative,-0.8442,Negative,0.0,0.184,0.816,-0.8442
811,lion air group kampanyekan keselamatan dan keamanan penerbangan ,Lion Air Group Campaigns for Aviation Safety and Security,lion air group kampanye selamat aman terbang,0.0,Neutral,0.6369,Positive,0.426,0.0,0.574,0.6369
812,alasan lion air delay bisa terima,the reason for Lion Air's delay is acceptable,alas lion air delay terima,0.0,Neutral,0.0,Neutral,0.217,0.217,0.566,0.0
813,tante cerita katanya pramugarinya teriak antrian boarding pesawat tolong langkah kakinya dipercepat wgwgwgwgwg lion air ospek era,"aunt says she said her flight attendant was shouting at the airplane boarding queue, please speed up her footsteps WGWGWGWGWG LION AIR OSPEK ERA",tante cerita pramugari teriak antri boarding pesawat tolong langkah kaki cepat wgwgwgwgwg lion air ospek era,0.2,Positive,0.3182,Positive,0.091,0.0,0.909,0.3182
814,lion air group dan super air jet buka lowongan pramugara pramugari lulusan sma ,Lion Air Group and Super Air Jet open vacancies for flight attendants with high school graduates,lion air group super air jet buka lowong pramugara pramugari lulus sma,0.16444444444444442,Positive,0.5994,Positive,0.206,0.0,0.794,0.5994
815, ddubinan ahh iyaa yaa ini aku switch ada lumayan nihh batik atau lion air wkwk tapitadi cek untuk tanggal sekitar minggu ini gaada penerbangan ,"ddubinan Ahh Yes, yes, I switched, there are quite good ones, batik or Lion Air, hahaha, but just checked for dates around this week, there are no flights",ddubinan ahh iyaa yaa switch lumayan nihh batik lion air wkwk tapitadi cek tanggal minggu gaada terbang,0.44999999999999996,Positive,0.51,Positive,0.239,0.083,0.679,0.51
816,lion air maskapai penerbangan berbiaya rendah indonesia untuk selengkapnya klik gambar digitalototransport busdotid ,"Lion Air Indonesian low-cost airline. For details, click on the image digitalototransport busdotid",lion air maskapai terbang biaya rendah indonesia lengkap klik gambar digitalototransport busdotid,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
817,kekayaan rusdi kirana pemilik lion air hingga super air jet sindonews bukanberitabiasa ,"Rusdi Kirana's wealth, owner of Lion Air and Super Air Jet Sindonews Not Ordinary News",kaya rusdi kirana milik lion air super air jet sindonews bukanberitabiasa,0.22916666666666666,Positive,0.7964,Positive,0.353,0.0,0.647,0.7964
818,lion air udah panggil lebih dari dan semua bukan pesawat gue,Lion Air has called more than one and all of them are not my plane,lion air udah panggil pesawat gue,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
819,guys mau tanya dong air asia tuh bagus gasih pelayanannya takut bgt kek lion air gtgt,"Guys, I want to ask, Air Asia is good, give the service, I'm really scared, Lion Air, gtgt",guys air asia bagus gasih layan takut bgt kek lion air gtgt,0.44999999999999996,Positive,0.0018,Positive,0.188,0.143,0.67,0.0018
820,saya ngejar jadwal kereta juga loh ini lionair lionairid lionairgroup,"I'm chasing train schedules too, this is Lionair LionAirID Lionairgroup",ngejar jadwal kereta lionair lionairid lionairgroup,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
821,ingin mendapatkan tiket lion air yuk tunjukkan pesona destinasi wisata kampung halaman kamu lewat video simak info lengkapnya gambar ini pesonakampungkita ,"Want to get Lion Air tickets? Come on, show the charm of your hometown tourist destination via video. Check out the complete information on this picture. PesonaKampungKita",tiket lion air yuk tunjuk pesona destinasi wisata kampung halaman video simak info lengkap gambar pesonakampungkita,0.1,Positive,0.4588,Positive,0.138,0.0,0.862,0.4588
822, mercyzheng naik garuda gak pamer naik lion air buangga bingit krn gak mau lewat darat katanya ,"MercyZheng, on the Garuda, didn't show off on the LION and wasted a lot of water because she didn't want to go by land, she said",mercyzheng garuda pamer lion air buangga bingit darat,-0.2,Negative,-0.5302,Negative,0.0,0.156,0.844,-0.5302
823,deg degan udah lama banget gak naik lion air bawaanya parno banget alhamdulillah landing safely let the journey begin ,"I'm nervous, it's been a long time since I've been on Lion Air. I'm really paranoid. Thank God, I landed safely. Let the journey begin.",deg degan udah banget lion air bawaanya parno banget alhamdulillah landing safely let the journey begin,0.21666666666666667,Positive,0.6058,Positive,0.255,0.134,0.611,0.6058
824,dikasih info sama team sendiri kirim produk komplain sebiji dari ntt bali buat dicek kaget denger biaya jasa kirimnya waktu ditanya pake moda transportasi apa ternyata lion air ,"I was given the information by the team itself and sent a product with a complaint from NTT Bali to check. I was shocked to hear the cost of the delivery service. When asked what mode of transportation it was, it turned out to be Lion Air.",kasih info team kirim produk komplain biji ntt bal cek kaget denger biaya jasa kirim pake moda transportasi lion air,-0.5,Negative,-0.5423,Negative,0.0,0.091,0.909,-0.5423
825,lion air kebiasaan ,Lion air habits,lion air biasa,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
826,lowongan kerja lion air group mei ,Lion Air Group Job Vacancies May,lowong kerja lion air group mei,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
827,lowongan kerja lion air group amp super air jet posisi lokasi kualifikasi dan melamar buka link gabung channel telegram gratis ,Job Vacancies Lion Air Group amp Super Air Jet Position Location Qualification and apply open link JOIN FREE TELEGRAM CHANNEL,lowong kerja lion air group super air jet posisi lokasi kualifikasi lamar buka link gabung channel telegram gratis,0.24444444444444446,Positive,0.8971,Positive,0.39,0.0,0.61,0.8971
828,gara ini jadi nambah list maskapai pernah coba airasia nam air sriwijaya air citilink lion air batik air ,"Because of this, it has added to the list of airlines that have tried Airasia NAM Air Sriwijaya Air Citilink Lion Air Batik Air",gara nambah list maskapai coba airasia nam air sriwijaya air citilink lion air batik air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
829, wisatabahari wisatamurah wisatajakarta tiket pesawat bali lion air klik ,marine tourism cheap tourism jakarta tourism bali lion air plane tickets CLICK,wisatabahari wisatamurah wisatajakarta tiket pesawat bal lion air klik,0.4,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
830,lowongan kerja lion air group dan super air jet lokasi medan kupang makassar ,Job Vacancies for Lion Air Group and Super Air Jet Location Medan Kupang Makassar,lowong kerja lion air group super air jet lokasi medan kupang makassar,0.3333333333333333,Positive,0.5994,Positive,0.231,0.0,0.769,0.5994
831,lowongan kerja tamatan sma smk sederajat untuk posisi pramugara pramugari lion air group medan mei ,Job vacancies for high school graduates and equivalent for the position of flight attendant at Lion Air Group Medan in May,lowong kerja tamat sma smk derajat posisi pramugara pramugari lion air group medan mei,0.18,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
832, wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bali lion air klik ,WisataJawatimur WisataMalang WisataBogor Promo Bali Lion Air flight tickets CLICK,wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bal lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
833,mau cerita lagi jadi gue sebenernya udah keterima lion air initial tapi karena disana blm ada pramugari berhijab alhasil gue ambil sbnrnya gue mau tapi gue kasian aja sama bonyok trs juga alhamdulilah hari sama gue keterima magang part time wingstop,"I want to tell you more, so I actually accepted Lion Air Initial, but because there are no flight attendants wearing hijab, I took the one I wanted, but I'm sorry, it's just a bunch of people, thank God, on the same day, I accepted a part-time internship at Wingstop",cerita gue sebenernya udah terima lion air initial sana blm pramugari hijab alhasil gue ambil sbnrnya gue gue kasi aja bonyok trs alhamdulilah gue terima magang part time wingstop,0.0,Neutral,0.7296,Positive,0.194,0.072,0.733,0.7296
834,lowongan kerja lion air group mei ,Lion Air Group Job Vacancies May,lowong kerja lion air group mei,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
835,setidaknya terima kasih utk lion air membantu sekali utk saya tiap bulan harus mengatur budget naik pesawat ,At least thank you to Lion Air. It really helps me every month when I have to manage my plane budget,terima kasih lion air bantu atur budget pesawat,-0.04999999999999999,Neutral,0.659,Positive,0.221,0.0,0.779,0.659
836, fianrsyd barusan naik super air jet kurang lebih sama aja kaya naik lion air kelas ekonomi bedanya pesawatnya mungkin karena masih baru jadi lebih bersih dan nyaman tapi selama hampir perjalanan keseringan turbulensi karena cuacanya juga jelek kaget juga landingnya mulus banget,"fianrsyd Just got on a super air jet. It's more or less the same as riding Lion Air in Economy class. The difference is that the plane is probably new so it's cleaner and more comfortable, but during most of the trip there was a lot of turbulence because the weather was also bad. I was surprised. The landing was really smooth.",fianrsyd barusan super air jet aja kaya lion air kelas ekonomi beda pesawat bersih nyaman jalan sering turbulensi cuaca jelek kaget landingnya mulus banget,0.18209366391184575,Positive,0.2109,Positive,0.122,0.068,0.81,0.2109
837, doritisb pernah ada pesawat garuda dan lion air mendarat mendadak sungai tengah hutan penumpangnya selamat mungkin cerita pesawat aldebaran plot spt ini krn hpnya rusak terkena air tak menghubungi keluarga dia bertahan hidup hutan smp temukan tim sar ikatancintaofc,"DoritisB, there was a time when a Garuda and Lion Air plane landed suddenly in a river in the middle of the forest, the passengers survived, maybe the story of the Aldebaran plane had a plot like this because his cell phone was damaged by water, he didn't contact his family, he survived the forest, he found the SAR team, ikatcintaofc",doritisb pesawat garuda lion air darat dadak sungai hutan tumpang selamat cerita pesawat aldebaran plot spt hpnya rusak kena air hubung keluarga tahan hidup hutan smp temu tim sar ikatancintaofc,0.0,Neutral,0.7351,Positive,0.132,0.042,0.826,0.7351
838, cahyaa lionairid setwlah beberapa kali telfon diangkat dan bis adiganti tapi harus bayar lgsg counter lionair,cahya LionAirID After several times the phone was picked up and could be replaced but you had to pay directly at the Lionair counter,cahyaa lionairid setwlah kali telfon angkat bis adiganti bayar lgsg counter lionair,0.05,Neutral,-0.1531,Negative,0.0,0.065,0.935,-0.1531
839,lion air batik air dan citilink diizinkan untuk terbang eropa apakah ini pertanda terbang eropa makin murah nantinya ,Lion Air Batik Air and Citilink Allowed to Fly Europe Is This a Sign that Flying Europe Will Be Cheaper in the Future?,lion air batik air citilink izin terbang eropa tanda terbang eropa murah,0.4,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
840,temen wartawan silakan dateng kantor pusat lion air harmoni deh ada chaos tuh mayan buat berita ,"Fellow journalists, please come to the Lion Air Harmoni head office. There's chaos, Mayan for the news",temen wartawan sila dateng kantor pusat lion air harmoni deh chaos mayan berita,0.0,Neutral,-0.34,Negative,0.11,0.176,0.714,-0.34
841,ramah tamah thailand lion air group beri ucapan selamat bertanding kepada tim thomas daily makassar news ,Friendly Thai Lion Air Group Congratulations on Competing to the Thomas Daily Makassar News Team,ramah tamah thailand lion air group ucap selamat tanding tim thomas daily makassar news,0.1875,Positive,0.7964,Positive,0.353,0.0,0.647,0.7964
842,hadapi musim ramai peak season liburan dan lebaran lion air group imbau penumpang daily makassar news ,"Facing the Peak Season, Holidays and Eid, Lion Air Group Appeals to Passengers Daily Makassar News",hadap musim ramai peak season libur lebaran lion air group imbau tumpang daily makassar news,0.0,Neutral,0.3818,Positive,0.148,0.0,0.852,0.3818
843, poin kampanye keselamatan penerbangan lion air group ,Lion Air Group Aviation Safety Campaign Points,poin kampanye selamat terbang lion air group,0.0,Neutral,0.4215,Positive,0.318,0.0,0.682,0.4215
844, humfflepuff iya deh kayanya hampir semua penerbangan begini lion air juga pernah begini soalnya,"hufflepuff yeah, it seems like almost all flights like this, Lion Air has also been like this",humfflepuff iya deh kaya terbang lion air,0.0,Neutral,0.8144,Positive,0.421,0.0,0.579,0.8144
845,lion air itu ada wifi boardnya ,Lion Air has a wifi board,lion air wifi boardnya,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
846,lion air sampah,Lion Air Garbage,lion air sampah,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
847,ada tau cara hubungi call center lion air kok jelek banget pelayanannya ,Does anyone know how to contact the Lion Air call center? How come the service is so bad?,hubung call center lion air jelek banget layan,-0.3999999999999999,Negative,-0.7051,Negative,0.0,0.222,0.778,-0.7051
848, limbahjenuh voidotid inget kasus istri kapolda kalimantan perhiasannya ilang lion air nilainya miliaran lah briptu aja hartanya banyak masa kapolda jenderal kebagian ,Saturated Waste voidotid remembers the case of the Kalimantan police chief's wife whose jewelry was lost to Lion Air worth billions of Billions,limbahjenuh voidotid inget istri kapolda kalimantan hias ilang lion air nilai miliar briptu aja harta kapolda jenderal bagi,0.04999999999999999,Neutral,-0.4939,Negative,0.07,0.189,0.741,-0.4939
849, sashymymahal indonesiagaruda mulai sekarang saya akan naik garuda lagi selain mahal ngapain saya naik garuda orang bisa keneh lion air ngan lion air mun rek terbang ato landing geter sieun rek belah pesawatna ,"sashymymahal IndonesiaGaruda From now on I will ride a Garuda again. Apart from it being expensive, why should I ride a Garuda? People can go to Lion Air with Lion Air, but it's easy to fly or land or land, but you can fly separately.",sashymymahal indonesiagaruda garuda mahal ngapain garuda orang keneh lion air ngan lion air mun rek terbang ato landing geter sieun rek belah pesawatna,0.38333333333333336,Positive,0.5927,Positive,0.08,0.0,0.92,0.5927
850,orang sabar disayang tuhan orang sabar naik lion air ,Patient people are loved by God. Patient people ride Lion Air,orang sabar sayang tuhan orang sabar lion air,0.7,Positive,0.7184,Positive,0.4,0.0,0.6,0.7184
851, anfangerxyz sementara bayar pajak sanggupnya cuma naik lion air krn garuda mahal ,anfanger xyz While paying taxes you can only take the expensive Lion Air via Garuda,anfangerxyz bayar pajak sanggup lion air garuda mahal,-0.25,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
852,film yang disutradarai dan diproduksi oleh rory kennedy ini mengungkap kelalaian dan keserakahan perusahaan yang menyebabkan pesawat lion air dan ethiopian airlines jatuh dalam rentang waktu hanya lima bulan ,"This film, directed and produced by Rory Kennedy, reveals the negligence and corporate greed that caused Lion Air and Ethiopian Airlines planes to crash in just five months.",film sutradara produksi rory kennedy ungkap lalai serakah usaha sebab pesawat lion air ethiopian airlines jatuh rentang,0.0,Neutral,-0.6597,Negative,0.0,0.172,0.828,-0.6597
853,lowongan kerja lion parcel lion air group lokasi purwokerto dan cilacap ,Lion Parcel Lion Air Group Job Vacancies Purwokerto and Cilacap Locations,lowong kerja lion parcel lion air group lokasi purwokerto cilacap,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
854,lion air group mendukung tindakan keselamatan dimulai bersama untuk semua ,Lion Air Group Supports Safety Actions Starting Together for All,lion air group dukung tindak selamat,0.0,Neutral,0.6486,Positive,0.398,0.0,0.602,0.6486
855, hotradero risetioz garuda tinggal beberapa aja pesawatnya sepertinya mau gulung tikar kalah jauh sama lion air dan air asia miris bumn kek gitu,"hotradero researchioz garuda only has a few planes left, looks like it's about to go out of business, far behind by lion air and air asia, it's sad that state-owned companies are like that",hotradero risetioz garuda tinggal aja pesawat gulung tikar kalah lion air air asia miris bumn kek gitu,-0.16666666666666666,Negative,0.2263,Positive,0.128,0.079,0.793,0.2263
856, contactap bandara soekarno hatta pswt lionair mendarat sblm bagasi baru ada jam ,"contact Soekarno Hatta airport, the Lion Air plane landed before the new baggage was available",contactap bandara soekarno hatta pswt lionair darat sblm bagasi jam,0.2681818181818182,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
857,lion air masih wajib antigen ,Lion Air still requires antigen,lion air wajib antigen,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
858,aneh juga mobil protokoler ngetem terminal yang melayani pesawat grup lion air lion air batik air superjet air pejabat pemerintah kalau perjalanan dinas biasanya pakai pesawat garuda jangan jangan yang dijemput orang pulang liburan atau mudik ,It's also strange that a protocol car will meet the terminal that serves Lion Air group planes Lion Air Batik Air Superjet Air. Government officials usually use Garuda planes when they travel for business. Don't let people pick you up on holiday or going home.,aneh mobil protokoler ngetem terminal layan pesawat grup lion air lion air batik air superjet air jabat perintah jalan dinas pakai pesawat garuda jemput orang pulang libur mudik,-0.15,Negative,0.2263,Positive,0.057,0.038,0.905,0.2263
859,lion air bisa ,Lion Air can,lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
860,kalian yang pernah naik lion air take off sama landingnya bikin trauma sih ,Those of you who have been on Lion Air take off and landing are traumatizing,lion air take off landingnya bikin trauma,0.0,Neutral,-0.5106,Negative,0.0,0.191,0.809,-0.5106
861,kok skrg tiket lion air mahal yaa kek dlu,Why are water lion tickets so expensive now?,skrg tiket lion air mahal yaa kek dlu,-0.5,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
862,informasi jadwal penerbangan tiket promo lion air ,Lion Air Promo Ticket Flight Schedule Information,informasi jadwal terbang tiket promo lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
863,penuhi permintaan pasar thai lion air mulai melayani penerbangan jakarta bangkok ,Fulfill Market Demand Thai Lion Air Starts Serving Jakarta Bangkok Flights,penuh minta pasar thai lion air layan terbang jakarta bangkok,0.0,Neutral,0.34,Positive,0.216,0.112,0.672,0.34
864,ini aku udh kosan sihh tetep pgn ngeluh bgst lion air delay jam kntl ngantuk bgt babi ,"I'm already boarding, but I still want to complain so much that Lion Air is delayed at night, I'm so sleepy, pig",udh kosan sihh tetep pgn ngeluh bgst lion air delay jam kntl ngantuk bgt babi,0.2,Positive,-0.631,Negative,0.056,0.215,0.729,-0.631
865,mantap lion air lionairgroup jam touchdown soetta bagasi baru dapet,Great Lion Air lionairgroup touchdown clock soetta new baggage got,mantap lion air lionairgroup jam touchdown soetta bagasi dapet,0.4681818181818182,Positive,0.6249,Positive,0.313,0.0,0.687,0.6249
866,semua menjadi kambing dungu depan singa sakti tragedi lion air ,Everyone Becomes Stupid Goats in Front of the Magic Lion Lion Air Tragedy,kambing dungu singa sakti tragedi lion air,-0.14999999999999997,Negative,-0.8316,Negative,0.0,0.415,0.585,-0.8316
867, angkasapura bandara yia kulon progo hari sabtu jam pesawat lion air itu tayangan cctv ruang pengambilan bagasi bayangin sdh dikasih cctv aja gitu apalagi tanpa cctv ,"Angkasapura YIA Kulon Progo Airport Saturday Lion Air Flight Hours That's the CCTV footage from the baggage claim room. Imagine if you were given CCTV, that's how it is, let alone without CCTV.",angkasapura bandara yia kulon progo sabtu jam pesawat lion air tayang cctv ruang ambil bagasi bayangin kasih cctv aja gitu cctv,0.0,Neutral,-0.25,Negative,0.0,0.059,0.941,-0.25
868,pramugara lion air gntg bgt ,The Lion Air flight attendant is really handsome,pramugara lion air gntg bgt,0.35,Positive,0.5413,Positive,0.333,0.0,0.667,0.5413
869, plutoopedia kasus kek gini sekali dua kali dan kek sengaja ada pembiaran pihak lion air deh,plutoopedia There have been cases like this once or twice and there was deliberate negligence on Lion Air's part,plutoopedia kek gin kali kek sengaja biar lion air deh,0.0,Neutral,0.3612,Positive,0.122,0.0,0.878,0.3612
870, ceritamudik kali ini dipenuhi dgn drama lion air awal perjalanan makassar semarang delay jam baliknya makassar manado gabisa check online krn sistem error nya jutek bet gamau bantuin lagi mau gamau ikut antre counter check sebegitu panjangnya,"This homecoming story is filled with Lion Air drama. The beginning of the trip, Makassar, Semarang, was delayed by the time. Returning to Makassar, Manado, I couldn't check online because the error system was stuck, I didn't want to help again. I didn't want to join the check counter queue, it was so long.",ceritamudik kali penuh drama lion air jalan makassar semarang delay jam balik makassar manado gabisa check online sistem error jutek bet gamau bantuin gamau antre counter check panjang,0.17500000000000002,Positive,-0.8477,Negative,0.0,0.219,0.781,-0.8477
871,perdana pake lion reschedule delay jam harusnya normal namanya lion air,"First use Lion Reschedule Delay Hours. It should be normal, it's called Lion Air",perdana pake lion reschedule delay jam normal nama lion air,0.2,Positive,-0.3182,Negative,0.0,0.15,0.85,-0.3182
872,sumpah terakhir banget ini naik lion air kapok dah ,I swear I've given up on boarding Lion Air for the last time,sumpah banget lion air kapok dah,0.0,Neutral,-0.0516,Negative,0.0,0.091,0.909,-0.0516
873,edun lion air bagasi orang campur campurr,Edun Lion Air is mixed baggage,edun lion air bagasi orang campur campurr,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
874,tiket flight gue reschedule emang jagoan lionair,My rescheduled flight ticket was indeed Lionair's winner,tiket flight gue reschedule emang jago lionair,0.0,Neutral,0.5859,Positive,0.352,0.0,0.648,0.5859
875,fix blacklist lion air gajelas dasar buang buang waktu ,"Lion Air blacklist fix is ​​unclear, basic. Waste of time",fix blacklist lion air gajelas dasar buang buang,-0.1,Negative,-0.4215,Negative,0.0,0.237,0.763,-0.4215
876,gila delay sejam lain kali lagi deh lion air ,"Crazy delay an hour next time, Lion Air",gila delay jam kali deh lion air,-0.3,Negative,-0.5719,Negative,0.0,0.439,0.561,-0.5719
877,anjir lah udh reschedule terus delay gila nih lion air,"Anjir, I've rescheduled and the delays are crazy, Lion Air",udh reschedule delay gila lion air,-0.6,Negative,-0.34,Negative,0.0,0.211,0.789,-0.34
878,thailand nok air thai airasia thai vietjet thai lionair indonesia citilink wings air lion air trans nusa philippines cebu pacific airasia pal express malaysia dia ada dia monopoli dia buat sesuka hati konsep dia sapa suruh duduk malaysia padan muka ,"THAILAND Nok Air Thai AirAsia Thai VietJet Thai LionAir INDONESIA Citilink Wings Air Lion Air Trans Nusa PHILIPPINES Cebu Pacific AirAsia PAL express MALAYSIA He's there, he's a monopoly, he does whatever he wants. The concept of him being told to sit down, Malaysia, and face.",thailand nok air thai airasia thai vietjet thai lionair indonesia citilink wings air lion air trans nusa philippines cebu pacific airasia pal express malaysia monopoli suka hati konsep sapa suruh duduk malaysia padan muka,0.022222222222222213,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
879, meutiama sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang bapak ibu sampaikan agar lion air group menjadi lebih baik lagi kedepannya mohon agar dapat dicek nya terima kasih,"meutiama First of all, we would like to apologize and thank you for the concern that you have conveyed so that Lion Air Group can be even better in the future. Please check it. Thank you.",meutiama mohon maaf terima kasih peduli lion air group depan mohon cek terima kasih,0.25,Positive,0.9022,Positive,0.32,0.0,0.68,0.9022
880, awaanceria sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang bapak ibu sampaikan agar lion air group menjadi lebih baik lagi kedepannya mohon dapat dicek nya terima kasih ,awaanceria Previously we would like to express our apologies and thank you for the concern that you have conveyed so that Lion Air Group can be even better in the future. Please check it. Thank you.,awaanceria mohon maaf terima kasih peduli lion air group depan mohon cek terima kasih,0.11111111111111112,Positive,0.8934,Positive,0.291,0.0,0.709,0.8934
881,kapok naik lion air nunggu bagasi dah kayak lama perjalanan pesawat nya,"I'm tired of riding Lion Air waiting for luggage, it's been a long plane journey",kapok lion air nunggu bagasi dah kayak jalan pesawat,-0.225,Negative,-0.4404,Negative,0.0,0.172,0.828,-0.4404
882, ody_tiana bisa juga dengan naik lion air,ody_tiana You can also take Lion Air,ody tiana lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
883, batik air bawah group lion air ,Water batik under the Lion Air group,batik air group lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
884,lion air pesawate panase gak ngotak,Lion Air's hot plane doesn't work,lion air pesawate panase ngotak,0.25,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
885, lionair dari amerika syarikat bersetuju membeli chelsea dengan harga dianggarkan bernilai bilion ,Lionair from the United States agreed to buy Chelsea at a price estimated to be worth billions,lionair amerika syarikat tuju beli chelsea harga anggar nila bilion,0.3,Positive,0.7003,Positive,0.327,0.0,0.673,0.7003
886, djsaviation asean starter pack airasia thai airasia indonesia airasia philippines airasia airasia thai airasia lion air thai lion air,DjsAviation ASEAN Starter Pack AirAsia Thai AirAsia Indonesia AirAsia Philippines AirAsia AirAsia Thai AirAsia Lion Air Thai Lion Air,djsaviation asean starter pack airasia thai airasia indonesia airasia philippines airasia airasia thai airasia lion air thai lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
887, worksfess bisa jadi bener soalnya kemarin rekruitmen lion air sampe tahap tes medis pake gform kok,worksfess It could be true because yesterday lion air recruitment up to the level of medical test using gform,worksfess bener kemarin rekruitmen lion air sampe tahap tes medis pake gform,0.175,Positive,0.4215,Positive,0.135,0.0,0.865,0.4215
888,naik lah malindo air lion air banyak lagi penerbangan tambang murah yang lagi elok dari kalau dah monopoly agak susah untuk dorang ubah system sbb demand penumpang dorang always ada ,"Get on Malindo Air Lion Air, there are many more cheap flights that are even better than If it is a monopoly, it is quite difficult for you to change the system according to the demand of passengers, you always have it",malindo air lion air terbang tambang murah elok dah monopoly susah dorang ubah system sbb demand tumpang dorang always,0.27999999999999997,Positive,-0.101,Negative,0.063,0.093,0.844,-0.101
